,post_id,text,language,publication_time,collection_time,comments,likes,reposts,citations
180,1640643598566969346,"RT @lyle0_0: #JENNIE's   Global  campaign  for  @CHANEL  Coco  Crush

📍 Seoul, South Korea  🇰🇷 https://t.co/M6GmWKN0Vx",en,2023-03-28 09:14:50+00:00,2023-03-28 09:33:47.480490+00:00,0,0,37,0
181,1640643464068214785,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:14:18+00:00,2023-03-28 09:33:47.480490+00:00,0,0,300,0
182,1640643372674338817,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:13:56+00:00,2023-03-28 09:33:47.480490+00:00,0,0,300,0
183,1640643350180270083,"RT @MekiLendirs: 🔐078
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 09:13:51+00:00,2023-03-28 09:33:47.480490+00:00,0,0,94,0
185,1640643297097154560,"RT @cuntyleos: #gdragon: working with the three holy trinity luxurious brands(CHANEL,NIKE &amp; BMW)

his antis: unbooked &amp; unbusy with $0.15 i…",en,2023-03-28 09:13:38+00:00,2023-03-28 09:33:47.480490+00:00,0,0,39,0
186,1640643258643812353,RT @renjunthelight: renjun’s new chanel bracelet looks similar to one of these (still trying to find) but with a stud logo 😭 I hope he gets…,en,2023-03-28 09:13:29+00:00,2023-03-28 09:33:47.480490+00:00,0,0,87,0
188,1640643215803191296,"RT @BasahSultan: 🅾️036
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 09:13:18+00:00,2023-03-28 09:33:47.480490+00:00,0,0,102,0
189,1640643213374488577,"RT @cuntyleos: #gdragon: working with the three holy trinity luxurious brands(CHANEL,NIKE &amp; BMW)

his antis: unbooked &amp; unbusy with $0.15 i…",en,2023-03-28 09:13:18+00:00,2023-03-28 09:33:47.480490+00:00,0,0,39,0
191,1640643134878289920,"RT @BasahSociety: 🅾️001
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaand…",en,2023-03-28 09:12:59+00:00,2023-03-28 09:33:47.480490+00:00,0,0,12,0
192,1640643082512216065,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:12:47+00:00,2023-03-28 09:33:47.480490+00:00,0,0,300,0
193,1640643078473269255,"RT @BasahSociety: 🅾️005
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaand…",en,2023-03-28 09:12:46+00:00,2023-03-28 09:33:47.480490+00:00,0,0,12,0
194,1640643077261111298,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 09:12:45+00:00,2023-03-28 09:33:47.480490+00:00,0,0,343,0
196,1640643012291366913,"RT @BasahSociety: 🅾️010
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaand…",en,2023-03-28 09:12:30+00:00,2023-03-28 09:33:47.480490+00:00,0,0,12,0
197,1640643007488851968,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:12:29+00:00,2023-03-28 09:33:47.480490+00:00,0,0,300,0
199,1640642909333757954,"RT @BasahSociety: 🅾️016
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaand…",en,2023-03-28 09:12:05+00:00,2023-03-28 09:33:47.480490+00:00,0,0,28,0
201,1640642882968379394,"RT @BasahSociety: 🅾️018
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaand…",en,2023-03-28 09:11:59+00:00,2023-03-28 09:33:47.964881+00:00,0,0,212,0
202,1640642872167858176,"RT @ms___dale: Chanel 🥰😍

Gift set

70k only.

Kindly RT please. https://t.co/uvix23KiRB",en,2023-03-28 09:11:57+00:00,2023-03-28 09:33:47.964881+00:00,0,0,24,0
203,1640642855810248710,"RT @gdvisions: the host at nike live art performance asked him about comeback and album, at chanel fashion week too, the editor at dazed el…",en,2023-03-28 09:11:53+00:00,2023-03-28 09:33:47.964881+00:00,0,0,6,0
204,1640642840769249280,"... Chanel universe are round;In vain
؟?
نمشے

🔹H8🔹
🔹H8🔹
🔹H8🔹",en,2023-03-28 09:11:49+00:00,2023-03-28 09:33:47.964881+00:00,0,0,0,0
206,1640642750902308864,"RT @BasahSultan: 🅾️036
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 09:11:28+00:00,2023-03-28 09:33:47.964881+00:00,0,0,102,0
208,1640642718085926913,The pet resort has videos of my baby Chanel and she looks so happy 🥹,en,2023-03-28 09:11:20+00:00,2023-03-28 09:33:47.964881+00:00,0,0,0,0
210,1640642635550560259,RT @AgntPineapple: Spotted Jennie’s promo as I’m headed outta Japan! #Blackpink #Jennie @CHANEL I think I squealed. https://t.co/p7NjW64Mae,en,2023-03-28 09:11:00+00:00,2023-03-28 09:33:47.964881+00:00,0,0,73,0
212,1640642611324272646,RT @NEWSJENNlE: 📸 230317 #JENNIE for CHANEL 2023 Campaign https://t.co/r7pXB7i84D,en,2023-03-28 09:10:54+00:00,2023-03-28 09:33:47.964881+00:00,0,0,3261,0
216,1640642506244104192,"RT @AlottaMalotta: Unbelievable. Utterly unbelievable.

I would have put this in a video but I’m currently on the taxiway to NYC. So text w…",en,2023-03-28 09:10:29+00:00,2023-03-28 09:33:47.964881+00:00,0,0,24,0
218,1640642447666565120,"RT @society_pr10109: 🅾️021
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 09:10:15+00:00,2023-03-28 09:33:47.964881+00:00,0,0,7,0
223,1640642379534446598,"RT @pannchoa: G-dragon releases new photoshoot with Chanel
https://t.co/20xwjgGhtP https://t.co/Z4XGxXEE2J",en,2023-03-28 09:09:59+00:00,2023-03-28 09:33:47.964881+00:00,0,0,37,0
224,1640642353680744449,"RT @BasahSultan: 🅾️037
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 09:09:53+00:00,2023-03-28 09:33:47.964881+00:00,0,0,237,0
226,1640642344205578243,"RT @jnkzoner: ""JeNnIe hAs nO iMpACt"" got 9 brands under her belt, 19 global campaigns, makes brands her nick name(human chanel,ck,Porsche),…",en,2023-03-28 09:09:51+00:00,2023-03-28 09:33:47.964881+00:00,0,0,25,0
228,1640642315395141632,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:09:44+00:00,2023-03-28 09:33:47.964881+00:00,0,0,300,0
229,1640642305601470468,RT @fairyissabey: renyang matching chanel jewellery https://t.co/7tQOKtAgvV,en,2023-03-28 09:09:41+00:00,2023-03-28 09:33:47.964881+00:00,0,0,106,0
231,1640642198864826369,@ourblebiu How he putt his toung out at the end... He confirmed that he gets money and he going to get his chanel bag after this🤩🤩🤩where is my suger daddy or mommy,en,2023-03-28 09:09:16+00:00,2023-03-28 09:33:47.964881+00:00,0,1,0,0
233,1640642179562635264,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:09:11+00:00,2023-03-28 09:33:47.964881+00:00,0,0,300,0
234,1640642175368134656,"RT @SouthernGemGal: &lt;3 RT @chicrebellion: ""In order to be irreplaceable one must always be different."" —Coco Chanel [model: Nyanyai Deng] h…",en,2023-03-28 09:09:10+00:00,2023-03-28 09:33:47.964881+00:00,0,0,6,0
239,1640642041616175106,"the host at nike live art performance asked him about comeback and album, at chanel fashion week too, the editor at dazed elle vogue bazaar photoshoot also asked him about album and now the host for bmw sport car launching where he appointed as ambassador also asked about album",en,2023-03-28 09:08:39+00:00,2023-03-28 09:33:47.964881+00:00,1,12,6,1
240,1640642031876808706,"RT @society_pr10109: 🅾️032
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 09:08:36+00:00,2023-03-28 09:33:47.964881+00:00,0,0,2,0
243,1640641908925136896,"RT @bobohuri: wearing chanel outfit, wearing nike collab shoe, attending bmw launching. YOU'RE CRAZY https://t.co/lOodCgmnPt",en,2023-03-28 09:08:07+00:00,2023-03-28 09:33:47.964881+00:00,0,0,95,0
244,1640641900666290176,"RT @chartdata: Billboard Hot 100: #87(new) Coco Chanel, @eladiocarry_on &amp; @sanbenito.",en,2023-03-28 09:08:05+00:00,2023-03-28 09:33:47.964881+00:00,0,0,24,0
246,1640641877970911233,RT @SelectOutfit: baby blue chanel https://t.co/zuyZmfXiip,en,2023-03-28 09:08:00+00:00,2023-03-28 09:33:47.980511+00:00,0,0,1242,0
247,1640641875798540290,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 09:07:59+00:00,2023-03-28 09:33:47.980511+00:00,0,0,343,0
248,1640641863366393856,"RT @bobohuri: wearing chanel outfit, wearing nike collab shoe, attending bmw launching. YOU'RE CRAZY https://t.co/lOodCgmnPt",en,2023-03-28 09:07:56+00:00,2023-03-28 09:33:47.980511+00:00,0,0,95,0
249,1640641822283161601,RT @kkbabyxxx: Join my telegram Chanel for all uncensored🖤🐱 https://t.co/KkxkbMdm4N https://t.co/j3vXPCZcDk,en,2023-03-28 09:07:46+00:00,2023-03-28 09:33:47.980511+00:00,0,0,52,0
250,1640641819313684483,RT @gdvisions: someone tell gdragon that make chanel looks good is not his main job https://t.co/9SQv1ZALgr,en,2023-03-28 09:07:46+00:00,2023-03-28 09:33:47.980511+00:00,0,0,10,0
251,1640641816763695109,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:07:45+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
252,1640641807431114754,"MUST SEE

Le Top 5  de #KantarBrandZ 2023 @Kantar 
@LouisVuitton @LVMH
@Hermes_Paris
@CHANEL
@lorealparisfr
@LancomeFR 

https://t.co/YXcgZUjWfN 

#luxe #mode #cosmétiques #France https://t.co/pELtI85I8z",en,2023-03-28 09:07:43+00:00,2023-03-28 09:33:47.980511+00:00,0,0,0,0
253,1640641803589234688,Chanel must be really happy with Jiyong making their outfits looking so good 😮‍💨 https://t.co/L9jXAx3tMz,en,2023-03-28 09:07:42+00:00,2023-03-28 09:33:47.980511+00:00,0,1,0,0
254,1640641797302124544,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 09:07:40+00:00,2023-03-28 09:33:47.980511+00:00,0,0,343,0
255,1640641681610653696,"RT @813fleurs: wts nct dream ph

jaemin album photocards 🐰
💖 - can’t tingi, must buy +1 more pc

all in mint condition 🥹
reply/dm to claim…",en,2023-03-28 09:07:13+00:00,2023-03-28 09:33:47.980511+00:00,0,0,5,0
256,1640641618138267649,RT @gdvisions: someone tell gdragon that make chanel looks good is not his main job https://t.co/9SQv1ZALgr,en,2023-03-28 09:06:58+00:00,2023-03-28 09:33:47.980511+00:00,0,0,10,0
257,1640641607983562752,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:06:55+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
258,1640641603076497409,"RT @society_pr10109: 🅾️033
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 09:06:54+00:00,2023-03-28 09:33:47.980511+00:00,0,0,10,0
262,1640641465377501184,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:06:21+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
263,1640641449132695555,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 09:06:17+00:00,2023-03-28 09:33:47.980511+00:00,0,0,142,0
264,1640641403557658626,RT @fairyissabey: renyang matching chanel jewellery https://t.co/7tQOKtAgvV,en,2023-03-28 09:06:06+00:00,2023-03-28 09:33:47.980511+00:00,0,0,106,0
265,1640641380836864000,RT @gdvisions: someone tell gdragon that make chanel looks good is not his main job https://t.co/9SQv1ZALgr,en,2023-03-28 09:06:01+00:00,2023-03-28 09:33:47.980511+00:00,0,0,10,0
270,1640641221927514112,"RT @jnkzoner: ""JeNnIe hAs nO iMpACt"" got 9 brands under her belt, 19 global campaigns, makes brands her nick name(human chanel,ck,Porsche),…",en,2023-03-28 09:05:23+00:00,2023-03-28 09:33:47.980511+00:00,0,0,25,0
272,1640641143284064256,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 09:05:04+00:00,2023-03-28 09:33:47.980511+00:00,0,0,343,0
275,1640641052582240258,Bought her Chanel number 9 now my girl smell like a peach 🎵,en,2023-03-28 09:04:43+00:00,2023-03-28 09:33:47.980511+00:00,0,0,0,0
277,1640641029576466433,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:04:37+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
279,1640641013848080386,RT @gdvisions: someone tell gdragon that make chanel looks good is not his main job https://t.co/9SQv1ZALgr,en,2023-03-28 09:04:33+00:00,2023-03-28 09:33:47.980511+00:00,0,0,10,0
280,1640640989952868352,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:04:28+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
281,1640640950765768704,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 09:04:18+00:00,2023-03-28 09:33:47.980511+00:00,0,0,343,0
282,1640640938837176321,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:04:16+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
283,1640640907656704001,"RT @still_life_ever: I love GD in BMWXM photos more than his vogue and Bazar magazine shoots. 
He looks super classy but still with strong…",en,2023-03-28 09:04:08+00:00,2023-03-28 09:33:47.980511+00:00,0,0,1,0
285,1640640895543279616,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:04:05+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
286,1640640858079780864,@YouTube what you did to  @lotuseaters_com shows you will ban anyone for anything and can't be trusted the fact to will remove all Monotization from a Chanel not for the content but simply because you think they have an affiliation with someone. I wonder if they can sue over it.,en,2023-03-28 09:03:56+00:00,2023-03-28 09:33:47.980511+00:00,1,0,0,0
287,1640640854875570176,RT @SashaMendozaTS: Full video on my tele chanel dm me to join and price . Tq https://t.co/3CVZAYOM6C,en,2023-03-28 09:03:56+00:00,2023-03-28 09:33:47.980511+00:00,0,0,138,0
289,1640640832607776768,"RT @MrX_Reviews221: #MilfMonday perfection doesn’t get much better than Chanel Preston in a nurse’s uniform 💯🥵🥵🥵🥵

Post hot content below i…",en,2023-03-28 09:03:50+00:00,2023-03-28 09:33:47.980511+00:00,0,0,37,0
290,1640640720166957057,"RT @ms___dale: Chanel 🥰😍

Gift set

70k only.

Kindly RT please. https://t.co/uvix23KiRB",en,2023-03-28 09:03:23+00:00,2023-03-28 09:33:47.980511+00:00,0,0,24,0
292,1640640637585485825,"RT @bobohuri: wearing chanel outfit, wearing nike collab shoe, attending bmw launching. YOU'RE CRAZY https://t.co/lOodCgmnPt",en,2023-03-28 09:03:04+00:00,2023-03-28 09:33:47.980511+00:00,0,0,95,0
293,1640640600029425669,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:02:55+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
294,1640640596720377856,"RT @society_pr10109: 🅾️042
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 09:02:54+00:00,2023-03-28 09:33:47.980511+00:00,0,0,171,0
297,1640640493305610240,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:02:29+00:00,2023-03-28 09:33:47.980511+00:00,0,0,300,0
302,1640640315592970240,RT @jennieaceitgirl: calling jennie irrelevant when her latest global campaign with calvin klein is already plastered ALL over the world 😭…,en,2023-03-28 09:01:47+00:00,2023-03-28 09:33:48.496127+00:00,0,0,142,0
303,1640640308550733825,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:01:45+00:00,2023-03-28 09:33:48.496127+00:00,0,0,300,0
304,1640640292528463872,RT @swans_writes: HANG ON DO RENYANG HAVE MATCHING CHANEL JEWELLERY?????? AND THEY WORE THIS NECKLACE THE SAME WAY TOO??? https://t.co/vrtV…,en,2023-03-28 09:01:42+00:00,2023-03-28 09:33:48.511628+00:00,0,0,343,0
306,1640640287163944960,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:01:40+00:00,2023-03-28 09:33:48.511628+00:00,0,0,300,0
307,1640640285804986370,"RT @BasahSultan: 🅾️038
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 09:01:40+00:00,2023-03-28 09:33:48.511628+00:00,0,0,96,0
309,1640640246869282816,RT @CHNFILES: Chanhee wearing Chanel: a thread https://t.co/VI3fKwMX61,en,2023-03-28 09:01:31+00:00,2023-03-28 09:33:48.511628+00:00,0,0,300,0
311,1640640195186810880,"RT @jnkzoner: ""JeNnIe hAs nO iMpACt"" got 9 brands under her belt, 19 global campaigns, makes brands her nick name(human chanel,ck,Porsche),…",en,2023-03-28 09:01:18+00:00,2023-03-28 09:33:48.511628+00:00,0,0,25,0
313,1640640170843324417,"RT @society_pr10109: 🅾️042
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tja…",en,2023-03-28 09:01:13+00:00,2023-03-28 09:33:48.511628+00:00,0,0,171,0
315,1640640126257885187,"RT @bobohuri: wearing chanel outfit, wearing nike collab shoe, attending bmw launching. YOU'RE CRAZY https://t.co/lOodCgmnPt",en,2023-03-28 09:01:02+00:00,2023-03-28 09:33:48.511628+00:00,0,0,95,0
317,1640640021006020611,RT @kkbabyxxx: Join my telegram Chanel for all uncensored🖤🐱 https://t.co/KkxkbMdm4N https://t.co/j3vXPCZcDk,en,2023-03-28 09:00:37+00:00,2023-03-28 09:33:48.511628+00:00,0,0,52,0
318,1640640012155756546,"Are you looking best service service I provide 17000+ live chanel 50000+movie series with good quality good working
1.epg support
2.All support
4.100%tursted service
5: everything available
https://t.co/rG6EJJIwl4
#firestick #smart_tv #IPTV #iptvbox #uhd #4KUltraHD #4kings https://t.co/s0etg7igwL",en,2023-03-28 09:00:35+00:00,2023-03-28 09:33:48.511628+00:00,0,0,0,0
319,1640639996058279936,"RT @MekiLendirs: 🔐072
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 09:00:31+00:00,2023-03-28 09:33:48.511628+00:00,0,0,135,0
320,1640639990601248771,"RT @lotusworld02: For sale 
Promo promo promo
1 to 3 plots
Price: 7.5 million per plot (Negotiable)
Titles Govt. Approved excision 
Locatio…",en,2023-03-28 09:00:30+00:00,2023-03-28 09:33:48.511628+00:00,0,0,117,0
321,1640639974805762048,"video full join chanel priv,
on chanel priv fast respon yups,
tengah banyak updte vid new yups babe, join chanel priv hri ni dapat bonus pict req,
vc and gp tele dm i syg https://t.co/YgPjNoT66B",en,2023-03-28 09:00:26+00:00,2023-03-28 09:33:48.511628+00:00,0,0,0,0
323,1640639949543202817,"@Realnoni4Real Boss abeg show me love i have follow all your chanel and been active right from my old account they suppended to this new one i register GTbank: 0176099616

Name: Pascal Chinedu",en,2023-03-28 09:00:20+00:00,2023-03-28 09:33:48.511628+00:00,0,0,0,0
324,1640639869356773384,RT @allynitibhon: @ chanel’s party ✰ https://t.co/67hXWUvSTe,en,2023-03-28 09:00:01+00:00,2023-03-28 09:33:48.511628+00:00,0,0,417,0
325,1640639865502191616,"RT @MekiLendirs: 🔐073
@PedjuLendir
@TjapJagoeng
@AdrieneTemok
@GDSViral
@MufdaZH
@DeHariyaPutri
@slangbasah 
@BahanPercolian
@Indo_Tjaanda…",en,2023-03-28 09:00:00+00:00,2023-03-28 09:33:48.511628+00:00,0,0,287,0
326,1640639864621203457,Great to see SyncSwap live on the zkSync Era Alpha Mainnet! @vietanh31 @ngMNga3 @vishyssoise @Najmul25087386 @JuliaDa34127704 @abrahambrito00 @Tozao11 @chanel_gamming @conynotes @eansalonga @MikalaiWanderer @syabill09 @radionaldo13 @Fatih80394904 https://t.co/DxQwxcr1UA,en,2023-03-28 08:59:59+00:00,2023-03-28 09:33:48.511628+00:00,0,0,0,0
328,1640639837374935040,"RT @jnkzoner: ""JeNnIe hAs nO iMpACt"" got 9 brands under her belt, 19 global campaigns, makes brands her nick name(human chanel,ck,Porsche),…",en,2023-03-28 08:59:53+00:00,2023-03-28 09:33:48.511628+00:00,0,0,25,0
329,1640639828457865219,RT @pr4dapilled: phoebe in this look from Chanel SS 1995 https://t.co/5XZ8UzffoH,en,2023-03-28 08:59:51+00:00,2023-03-28 09:33:48.511628+00:00,0,0,2,0
330,1640639812532318208,"RT @jnkzoner: ""JeNnIe hAs nO iMpACt"" got 9 brands under her belt, 19 global campaigns, makes brands her nick name(human chanel,ck,Porsche),…",en,2023-03-28 08:59:47+00:00,2023-03-28 09:33:48.511628+00:00,0,0,25,0
332,1640639778990309376,@joefattorini @hernehillandy It wasn’t Chanel. But who?,en,2023-03-28 08:59:39+00:00,2023-03-28 09:33:48.511628+00:00,0,0,0,0
333,1640639741585440768,"I love GD in BMWXM photos more than his vogue and Bazar magazine shoots. 
He looks super classy but still with strong flirtatious aura. I blame it more on this #chanel pearl belt that he is wearing here. 
#GDRAGONxBMWKOREA",en,2023-03-28 08:59:30+00:00,2023-03-28 09:33:48.511628+00:00,0,1,1,0
